LOCALIZACAO_LOJA;TIPO_JOIA;MARCA;TIPO_OURO;TIPO_PEDRA;PRECO
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO ROSÉ;RUBI;7200
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;21600
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;ESMERALDA;3750
SHOPPING B;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;6336
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING B;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING B;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;SEM PEDRA;1300
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;6336
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO AMARELO;RUBI;1600
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;5400
SHOPPING B;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;3000
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING B;COLAR;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;7392
SHOPPING B;BRINCO;MARCA NACIONAL;OURO ROSÉ;DIAMANTE;8320
SHOPPING B;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;18000
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;SEM PEDRA;1300
SHOPPING B;BRINCO;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2080
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;1920
SHOPPING B;ANEL;MARCA NACIONAL;OURO BRANCO;RUBI;4000
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;3000
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;15750
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;ESMERALDA;3750
SHOPPING B;PINGENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;880
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING B;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING B;COLAR;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;10080
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;5400
SHOPPING B;PINGENTE;SEM MARCA;OURO AMARELO;DIAMANTE;1600
SHOPPING B;PULSEIRA;MARCA INTERNACIONAL;OURO AMARELO;DIAMANTE;21600
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;4800
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;11880
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO AMARELO;DIAMANTE;25200
SHOPPING B;COLAR;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;7392
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING B;BRINCO;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2860
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;6336
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;5280
SHOPPING B;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING B;ANEL;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;4800
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;640
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO BRANCO;TURMALINA PARAÍBA;7200
SHOPPING B;ANEL;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;3520
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;ESMERALDA;3250
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;15750
SHOPPING B;ANEL;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;3520
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;DIAMANTE;6000
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING B;PINGENTE;SEM MARCA;OURO BRANCO;DIAMANTE;1600
SHOPPING B;COLAR;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;7392
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;640
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;RUBI;2500
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;3900
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING B;BRINCO;SEM MARCA;OURO ROSÉ;DIAMANTE;5200
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;DIAMANTE;5200
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;RUBI;4500
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2860
SHOPPING B;BRINCO;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;6240
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;13860
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;5280
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;ESMERALDA;5250
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;4620
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;3000
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO AMARELO;RUBI;7200
SHOPPING B;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;1600
SHOPPING B;ANEL;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;7500
SHOPPING B;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;1200
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;6336
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;7200
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2400
SHOPPING B;COLAR;SEM MARCA;OURO ROSÉ;RUBI;5250
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;ESMERALDA;5250
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING B;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO AMARELO;RUBI;6000
SHOPPING B;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;8580
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;6336
SHOPPING B;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING B;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING B;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;4500
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;9750
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;8640
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;3000
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;4620
SHOPPING B;ANEL;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2200
SHOPPING B;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING B;COLAR;MARCA NACIONAL;OURO AMARELO;DIAMANTE;13440
SHOPPING B;BRINCO;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2080
SHOPPING B;PULSEIRA;MARCA INTERNACIONAL;OURO AMARELO;RUBI;13500
SHOPPING B;COLAR;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;7392
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;11880
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3900
SHOPPING B;ANEL;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;12000
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING B;BRINCO;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;4576
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO AMARELO;DIAMANTE;2560
SHOPPING B;ANEL;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;7500
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;2640
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING B;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING B;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2880
SHOPPING B;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING B;PULSEIRA;SEM MARCA;OURO BRANCO;TURMALINA PARAÍBA;5400
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;13860
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2880
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING B;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;8580
SHOPPING B;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING B;BRINCO;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2860
SHOPPING B;PULSEIRA;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3960
SHOPPING B;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;8580
SHOPPING B;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING B;ANEL;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;3520
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO BRANCO;RUBI;15750
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;4500
SHOPPING B;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;11880
SHOPPING B;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2880
SHOPPING B;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING B;ANEL;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;12000
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;4620
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING B;ALIANÇA;SEM MARCA;OURO AMARELO;RUBI;3750
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;SEM PEDRA;1300
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;6300
SHOPPING B;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING B;ANEL;MARCA NACIONAL;OURO BRANCO;ESMERALDA;4000
SHOPPING B;BRINCO;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;4576
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO AMARELO;RUBI;6000
SHOPPING B;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;ESMERALDA;2500
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;6336
SHOPPING B;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;9900
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING B;BRINCO;MARCA NACIONAL;OURO AMARELO;ESMERALDA;5200
SHOPPING B;COLAR;SEM MARCA;OURO ROSÉ;DIAMANTE;8400
SHOPPING B;COLAR;MARCA NACIONAL;OURO BRANCO;RUBI;8400
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING B;ALIANÇA;SEM MARCA;OURO BRANCO;RUBI;3750
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO BRANCO;RUBI;7200
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;5280
SHOPPING B;CORRENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING B;ANEL;SEM MARCA;OURO ROSÉ;RUBI;2500
SHOPPING B;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;DIAMANTE;11520
SHOPPING B;BRINCO;SEM MARCA;OURO AMARELO;ESMERALDA;3250
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;13860
SHOPPING B;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;9900
SHOPPING B;ANEL;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;3520
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;ESMERALDA;9750
SHOPPING B;PINGENTE;SEM MARCA;OURO BRANCO;RUBI;1000
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;6000
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3300
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;DIAMANTE;15600
SHOPPING B;ANEL;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2200
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;1408
SHOPPING B;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;RUBI;13500
SHOPPING B;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING B;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING B;COLAR;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;7392
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING B;CORRENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING B;PINGENTE;SEM MARCA;OURO ROSÉ;DIAMANTE;1600
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;DIAMANTE;5200
SHOPPING B;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;8580
SHOPPING B;ANEL;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;4800
SHOPPING B;COLAR;SEM MARCA;OURO BRANCO;ESMERALDA;5250
SHOPPING B;PULSEIRA;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING B;ALIANÇA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3300
SHOPPING B;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING B;COLAR;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;4620
SHOPPING B;PINGENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;880
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;640
SHOPPING B;CORRENTE;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING B;ANEL;MARCA NACIONAL;OURO AMARELO;ESMERALDA;4000
SHOPPING B;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING B;COLAR;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;7392
SHOPPING B;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;640
SHOPPING B;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;3000
SHOPPING B;PINGENTE;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;1600
SHOPPING B;BRINCO;MARCA NACIONAL;OURO AMARELO;ESMERALDA;5200
SHOPPING B;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;13860
SHOPPING B;ALIANÇA;MARCA NACIONAL;OURO BRANCO;TURMALINA PARAÍBA;7200
SHOPPING B;ANEL;SEM MARCA;OURO BRANCO;TURMALINA PARAÍBA;3000
SHOPPING B;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING B;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;6600
SHOPPING C;CORRENTE;SEM MARCA;OURO BRANCO;TURMALINA PARAÍBA;5400
SHOPPING C;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING C;ANEL;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;1600
SHOPPING C;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING C;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING C;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING C;ALIANÇA;SEM MARCA;OURO AMARELO;DIAMANTE;6000
SHOPPING C;BRINCO;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;9750
SHOPPING C;PULSEIRA;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;CORRENTE;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;6336
SHOPPING C;BRINCO;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2080
SHOPPING C;ALIANÇA;SEM MARCA;OURO AMARELO;RUBI;3750
SHOPPING C;PINGENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;880
SHOPPING C;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;RUBI;9750
SHOPPING C;PULSEIRA;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING C;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING C;PULSEIRA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING C;ANEL;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;3000
SHOPPING C;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING C;ANEL;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2200
SHOPPING C;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING C;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING C;ALIANÇA;SEM MARCA;OURO BRANCO;ESMERALDA;3750
SHOPPING C;PINGENTE;MARCA NACIONAL;OURO AMARELO;RUBI;1600
SHOPPING C;ANEL;SEM MARCA;OURO ROSÉ;RUBI;2500
SHOPPING C;CORRENTE;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3960
SHOPPING C;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;2640
SHOPPING C;PULSEIRA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;6336
SHOPPING C;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING C;PULSEIRA;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;13500
SHOPPING C;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING C;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING C;ALIANÇA;MARCA NACIONAL;OURO BRANCO;TURMALINA PARAÍBA;7200
SHOPPING C;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING C;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING C;PULSEIRA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING C;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING C;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING C;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;1200
SHOPPING C;ANEL;SEM MARCA;OURO AMARELO;SEM PEDRA;1000
SHOPPING C;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;DIAMANTE;15600
SHOPPING C;COLAR;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;3360
SHOPPING C;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;2640
SHOPPING C;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING C;COLAR;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;8400
SHOPPING C;ALIANÇA;SEM MARCA;OURO AMARELO;RUBI;3750
SHOPPING C;COLAR;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;4620
SHOPPING C;PINGENTE;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;1200
SHOPPING C;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;11880
SHOPPING C;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;1200
SHOPPING C;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING C;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING C;ANEL;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2200
SHOPPING C;ANEL;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;1600
SHOPPING C;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING C;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING C;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING C;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING C;ANEL;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2200
SHOPPING C;COLAR;SEM MARCA;OURO BRANCO;DIAMANTE;8400
SHOPPING C;BRINCO;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;3900
SHOPPING C;BRINCO;SEM MARCA;OURO ROSÉ;RUBI;3250
SHOPPING C;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO BRANCO;TURMALINA PARAÍBA;9000
