DATA;TIPO_JOIA;TIPO_OURO;TIPO_PEDRA;MARCA;LOCALIZACAO_LOJA;PERFIL_CLIENTE;PRECO
2023-11;BRINCO;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;9750
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;5200
2023-11;COLAR;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;6300
2023-11;BRINCO;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3900
2023-11;BRINCO;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2023-11;ANEL;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;7500
2023-11;COLAR;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;15750
2023-11;ANEL;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;12000
2023-11;ANEL;OURO AMARELO;RUBI;SEM MARCA;SHOPPING A;GERAÇÃO Z;2500
2023-11;COLAR;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING A;MILLENNIALS;8400
2023-11;BRINCO;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;9750
2023-11;CORRENTE;OURO BRANCO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;16200
2023-11;BRINCO;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING A;MILLENNIALS;5200
2023-11;BRINCO;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15600
2023-11;COLAR;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING A;GERAÇÃO X;5250
2023-11;ANEL;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;1600
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;9750
2023-11;ANEL;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;MILLENNIALS;4000
2023-11;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;1600
2023-11;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;3520
2023-11;ANEL;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;4000
2023-11;PINGENTE;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;4800
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;5400
2023-11;COLAR;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;15750
2023-11;ANEL;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3000
2023-11;PINGENTE;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3600
2023-11;BRINCO;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;5200
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;9600
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;9600
2023-11;BRINCO;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;5200
2023-11;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;11880
2023-11;PINGENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3000
2023-11;BRINCO;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;11700
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;6600
2023-11;PULSEIRA;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;13500
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;9600
2023-11;BRINCO;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;6240
2023-11;BRINCO;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3900
2023-11;PINGENTE;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;3000
2023-11;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;15600
2023-11;COLAR;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;6300
2023-11;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING A;BABY BOOMER;3960
2023-11;ANEL;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;6600
2023-11;BRINCO;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;9750
2023-11;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;2080
2023-11;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;11880
2023-11;BRINCO;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2023-11;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;2880
2023-11;CORRENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;13500
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;3520
2023-11;BRINCO;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;9750
2023-11;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;4500
2023-11;ANEL;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;7500
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;MILLENNIALS;3520
2023-11;ANEL;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;7500
2023-11;PINGENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3000
2023-11;PINGENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;3000
2023-11;PULSEIRA;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;16200
2023-11;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;3900
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;9600
2023-11;PULSEIRA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2880
2023-11;COLAR;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;7392
2023-11;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;MILLENNIALS;6336
2023-11;PINGENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;3000
2023-11;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2400
2023-11;PINGENTE;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;2560
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;9750
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;2400
2023-11;COLAR;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;15750
2023-11;COLAR;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;15750
2023-11;BRINCO;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;9750
2023-11;PINGENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;640
2023-11;PULSEIRA;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;13500
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;9600
2023-11;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;6336
2023-11;PULSEIRA;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING B;GERAÇÃO Z;7200
2023-11;COLAR;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;15750
2023-11;PULSEIRA;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;16200
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;18000
2023-11;PULSEIRA;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING B;MILLENNIALS;7200
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2080
2023-11;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;8400
2023-11;CORRENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;7200
2023-11;ANEL;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;6400
2023-11;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;11880
2023-11;COLAR;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING B;BABY BOOMER;5250
2023-11;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;5200
2023-11;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;5200
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;5200
2023-11;ANEL;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;1600
2023-11;COLAR;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING B;GERAÇÃO Z;5250
2023-11;COLAR;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;6300
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;3900
2023-11;ANEL;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;BABY BOOMER;6400
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING B;BABY BOOMER;1500
2023-11;COLAR;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;3360
2023-11;PULSEIRA;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13500
2023-11;PULSEIRA;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;16200
2023-11;PULSEIRA;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING B;BABY BOOMER;4500
2023-11;PULSEIRA;OURO BRANCO;RUBI;SEM MARCA;SHOPPING B;GERAÇÃO Z;4500
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;BABY BOOMER;9600
2023-11;BRINCO;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING B;BABY BOOMER;1300
2023-11;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2400
2023-11;PULSEIRA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;5400
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;3900
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;3900
2023-11;COLAR;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;15750
2023-11;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;GERAÇÃO X;2860
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;SEM MARCA;SHOPPING B;BABY BOOMER;6000
2023-11;PULSEIRA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;5400
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING B;BABY BOOMER;1500
2023-11;CORRENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13500
2023-11;CORRENTE;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;11520
2023-11;CORRENTE;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;13500
2023-11;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;11880
2023-11;PINGENTE;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;3000
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;9600
2023-11;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2080
2023-11;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;4576
2023-11;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;11880
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING B;GERAÇÃO Z;1300
2023-11;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;1600
2023-11;CORRENTE;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;21600
2023-11;PINGENTE;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;GERAÇÃO Z;880
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;4500
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;4500
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;9600
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;18000
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;18000
2023-11;PULSEIRA;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING B;MILLENNIALS;7200
2023-11;BRINCO;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;BABY BOOMER;2860
2023-11;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;MILLENNIALS;6336
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;GERAÇÃO X;2200
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;2400
2023-11;PINGENTE;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;640
2023-11;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;15600
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;2400
2023-11;COLAR;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING B;MILLENNIALS;2100
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING B;BABY BOOMER;6000
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;18000
2023-11;COLAR;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;10080
2023-11;PULSEIRA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;11520
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;MILLENNIALS;3520
2023-11;CORRENTE;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;8640
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;9600
2023-11;PULSEIRA;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING B;GERAÇÃO Z;4500
2023-11;BRINCO;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;2080
2023-11;BRINCO;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;11700
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;2880
2023-11;ALIANÇA;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;9600
2023-11;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;6600
2023-11;BRINCO;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;3900
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;SEM MARCA;SHOPPING B;MILLENNIALS;6000
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING B;GERAÇÃO Z;6000
2023-11;PINGENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;BABY BOOMER;1408
2023-11;BRINCO;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;9750
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;2400
2023-11;PULSEIRA;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13500
2023-11;PULSEIRA;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;13500
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING B;MILLENNIALS;1500
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING B;GERAÇÃO Z;1500
2023-11;BRINCO;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;5200
2023-11;PULSEIRA;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;16200
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;5400
2023-11;PULSEIRA;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;13500
2023-11;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;8580
2023-11;BRINCO;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING B;MILLENNIALS;5200
2023-11;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;GERAÇÃO Z;880
2023-11;BRINCO;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2080
2023-11;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;6600
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;4500
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;5400
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;2400
2023-11;CORRENTE;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;16200
2023-11;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;3520
2023-11;CORRENTE;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;7200
2023-11;PULSEIRA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;5400
2023-11;CORRENTE;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;16200
2023-11;PINGENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;1600
2023-11;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;9600
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;5400
2023-11;CORRENTE;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;MILLENNIALS;11520
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;18000
2023-11;BRINCO;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;15600
2023-11;BRINCO;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING B;GERAÇÃO Z;3250
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;4500
2023-11;COLAR;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING B;BABY BOOMER;13440
2023-11;COLAR;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;GERAÇÃO X;4620
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;4500
2023-11;PULSEIRA;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING B;MILLENNIALS;7200
2023-11;PULSEIRA;OURO BRANCO;RUBI;SEM MARCA;SHOPPING B;GERAÇÃO Z;4500
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;3900
2023-11;ANEL;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;MILLENNIALS;2200
2023-11;COLAR;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING B;BABY BOOMER;5250
2023-11;PULSEIRA;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;13500
2023-11;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;5400
2023-11;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING B;BABY BOOMER;2860
2023-11;PULSEIRA;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;7200
2023-11;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;MILLENNIALS;3520
2023-11;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;2400
2023-11;PINGENTE;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING B;BABY BOOMER;400
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;4500
2023-11;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;6336
2023-11;CORRENTE;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING B;BABY BOOMER;7200
2023-11;COLAR;OURO BRANCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;25200
2023-11;PULSEIRA;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;13500
2023-11;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;11880
2023-11;BRINCO;OURO ROSÉ;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;6240
2023-11;CORRENTE;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;BABY BOOMER;11520
2023-11;PULSEIRA;OURO ROSÉ;TURMALINA PARAÍBA;SEM MARCA;SHOPPING B;MILLENNIALS;5400
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;BABY BOOMER;5200
2023-11;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;13860
2023-11;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;2400
2023-11;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO X;3900
2023-11;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;5200
2023-11;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING B;BABY BOOMER;9600
2023-11;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING B;MILLENNIALS;2400
2023-11;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;5200
2023-11;BRINCO;OURO AMARELO;DIAMANTE;SEM MARCA;SHOPPING B;BABY BOOMER;5200
2023-11;BRINCO;OURO ROSÉ;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;6240
2023-11;BRINCO;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING B;GERAÇÃO Z;9750
2023-11;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;4500
